DEBUG - 2014-12-04 16:28:47.378; [main] org.eclipse.jetty.util.log.Log.initialized(Log.java:162); Logging to org.slf4j.impl.Log4jLoggerAdapter(org.eclipse.jetty.util.log) via org.eclipse.jetty.util.log.Slf4jLog
DEBUG - 2014-12-04 16:28:47.400; [main] org.eclipse.jetty.xml.XmlConfiguration$1.run(XmlConfiguration.java:1196); org.eclipse.jetty.start.Config properties = {java.runtime.name=Java(TM) SE Runtime Environment, sun.boot.library.path=/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib, java.vm.version=24.65-b04, user.country.format=CN, gopherProxySet=false, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=US, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example, java.runtime.version=1.7.0_67-b01, java.awt.graphicsenv=sun.awt.CGraphicsEnvironment, java.endorsed.dirs=/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/endorsed, os.arch=x86_64, java.io.tmpdir=/var/folders/_r/p2dvrrr52x795mj04hlr5bf40000gn/T/, line.separator=
, java.vm.specification.vendor=Oracle Corporation, os.name=Mac OS X, sun.jnu.encoding=UTF-8, java.library.path=/Users/zlq/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:., numShards=2, java.specification.name=Java Platform API Specification, java.class.version=51.0, jetty.home=/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=10.10.1, http.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, user.home=/Users/zlq, user.timezone=Asia/Shanghai, java.awt.printerjob=sun.lwawt.macosx.CPrinterJob, file.encoding=UTF-8, java.specification.version=1.7, zkHost=localhost:2181, java.class.path=/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/resources:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-xml-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/servlet-api-3.0.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-http-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-continuation-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-server-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-security-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-servlet-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-webapp-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-deploy-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/ext/jcl-over-slf4j-1.6.6.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/ext/jul-to-slf4j-1.6.6.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/ext/log4j-1.2.16.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/ext/slf4j-api-1.6.6.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/ext/slf4j-log4j12-1.6.6.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-util-8.1.10.v20130312.jar:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-io-8.1.10.v20130312.jar, user.name=zlq, java.vm.specification.version=1.7, sun.java.command=start.jar, java.home=/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre, sun.arch.data.model=64, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.lwawt.macosx.LWCToolkit, java.vm.info=mixed mode, java.version=1.7.0_67, java.ext.dirs=/Users/zlq/Library/Java/Extensions:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/ext:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java, sun.boot.class.path=/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/sunrsasign.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.7.0_67.jdk/Contents/Home/jre/classes, java.vendor=Oracle Corporation, file.separator=/, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.io.unicode.encoding=UnicodeBig, sun.cpu.endian=little, socksNonProxyHosts=local|*.local|169.254/16|*.169.254/16, OPTIONS=default,*, jetty.port=8983, ftp.nonProxyHosts=local|*.local|169.254/16|*.169.254/16, sun.cpu.isalist=}
DEBUG - 2014-12-04 16:28:47.407; [main] org.eclipse.jetty.xml.XmlParser.parse(XmlParser.java:219); parse: file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/etc/jetty.xml
DEBUG - 2014-12-04 16:28:47.409; [main] org.eclipse.jetty.xml.XmlParser.parse(XmlParser.java:203); parsing: sid=file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/etc/jetty.xml,pid=null
DEBUG - 2014-12-04 16:28:47.415; [main] org.eclipse.jetty.xml.XmlParser$Handler.resolveEntity(XmlParser.java:418); resolveEntity(-//Jetty//Configure//EN, http://www.eclipse.org/jetty/configure.dtd)
DEBUG - 2014-12-04 16:28:47.416; [main] org.eclipse.jetty.xml.XmlParser$Handler.resolveEntity(XmlParser.java:445); Redirected entity http://www.eclipse.org/jetty/configure.dtd --> jar:file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-2-shard-2-replica/solr-4.7.2-8983/example/lib/jetty-xml-8.1.10.v20130312.jar!/org/eclipse/jetty/xml/configure_7_6.dtd
DEBUG - 2014-12-04 16:28:47.463; [main] org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration.newObj(XmlConfiguration.java:781); XML new class org.eclipse.jetty.util.thread.QueuedThreadPool
DEBUG - 2014-12-04 16:28:47.466; [main] org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration.set(XmlConfiguration.java:438); XML qtp524450165{8<=0<=0/254,-1}.setMinThreads(10)
DEBUG - 2014-12-04 16:28:47.468; [main] org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration.set(XmlConfiguration.java:438); XML qtp524450165{10<=0<=0/254,-1}.setMaxThreads(10000)
DEBUG - 2014-12-04 16:28:47.468; [main] org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration.set(XmlConfiguration.java:438); XML qtp524450165{10<=0<=0/10000,-1}.setDetailedDump(false)
